"citation_number","citation_issued_datetime","violation","violation_desc","citation_location","vehicle_plate_state","vehicle_plate","fine_amount","date_added","the_geom",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"770627491","2009-09-10T11:47:00.000","T315A","RESIDENTL","1462 LAKE ST","CA","5EMV062","63","2009-09-10T00:00:00.000","POINT (-122.47533001099998 37.78640100200005)","2","2","8","6","33"
"771244725","2009-09-19T11:04:00.000","T202","PRK METER","3418 BALBOA ST","CA","5ENN817","53","2009-09-19T00:00:00.000","POINT (-122.49542426299996 37.77588535600006)","8","8","8","4","29"
"772058195","2009-10-29T16:06:00.000","T202","PRK METER","3102 FILLMORE ST","CA","4KSN942","53","2009-10-29T00:00:00.000","POINT (-122.43565784399999 37.79817664700005)","15","15","4","6","13"
"842493002","2014-06-09T02:47:00.000","TRC7.2.22","STR CLEAN","504 BAY ST","CA","3WUT208","64","2018-08-06T00:00:00.000",,,,,,
"770664436","2009-09-03T08:20:00.000","T37C","ST CLEANIN","749 PAGE ST","CA","3LBP611","53","2009-09-03T00:00:00.000","POINT (-122.43295798199995 37.77245598700006)","26","26","4","11","3"
"770332113","2009-09-01T11:37:00.000","T32A.2","TWAWY ZONE","1198 JACKSON ST","CA","2SIK140","73","2009-09-01T00:00:00.000","POINT (-122.41460303899999 37.795142991000034)","16","16","6","3","21"
"770792676","2009-09-14T08:53:00.000","T37C","ST CLEANIN","66 FREDERICK ST","CA","5DEE797","53","2009-09-14T00:00:00.000","POINT (-122.44442769099999 37.76753785000005)","112","112","7","11","3"
"770665895","2009-09-10T08:35:00.000","T37C","ST CLEANIN","1289 PAGE ST","CA","5CHC185","53","2009-09-10T00:00:00.000","POINT (-122.44186098799997 37.77137597900003)","112","112","7","11","3"
"770660122","2009-09-04T16:24:00.000","T202.1","PRK MTR #1","150 JESSIE ST","CA","MIVSF","63","2009-09-04T00:00:00.000","POINT (-122.40163772699998 37.787500040000054)","32","32","6","10","8"
"PD20703605","2009-09-04T07:49:00.000","V5200","NO PLATES","TERESITA AND FOERSTER","CA","EATKALE","103","2009-09-04T00:00:00.000",,,,,,
"771105090","2009-09-17T09:21:00.000","T202.1","PRK MTR #1","36 SUTTER ST","CA","4Y92716","63","2009-09-17T00:00:00.000","POINT (-122.40115462399996 37.79022698600005)","108","108","6","3","8"
"770445303","2009-09-03T06:43:00.000","T37C","ST CLEANIN","334 DIVISADERO ST","CA","6GZF213","53","2009-09-03T00:00:00.000","POINT (-122.43724652099996 37.77256214500005)","26","26","4","11","3"
"770545263","2009-09-17T19:44:00.000","V22514","FIRE HYD","498 GREEN ST","CA","5SOL721","88","2009-09-17T00:00:00.000","POINT (-122.40732656399996 37.79978014000005)","106","106","6","3","23"
"1001603831","2009-09-01T19:29:00.000","V22500I","BUS ZONE","2056 CHESTNUT ST.","CA","5ZIM710","253","2009-09-01T00:00:00.000","POINT (-122.43749996799994 37.80087399200005)","17","17","4","6","13"
"772966460","2009-10-22T12:16:00.000","T37C","ST CLEANIN","199 BURNSIDE AVE","CA","6EZV087","53","2009-10-22T00:00:00.000","POINT (-122.43855499799997 37.733201020000024)","95","95","9","5","41"
"770423511","2009-09-07T10:39:00.000","T38A","RED ZONE","2040 FILLMORE ST","CA","4YGZ115","88","2009-09-07T00:00:00.000","POINT (-122.43346701499996 37.788520994000066)","102","102","4","6","30"
"772747754","2009-10-26T12:44:00.000","T37C","ST CLEANIN","727 RUTLAND ST","CA","5JCS204","53","2009-10-26T00:00:00.000",,,,,,
"771117535","2009-09-18T12:54:00.000","T315A","RESIDENTL","1310 LOMBARD ST","CA","6GJP663","63","2009-09-18T00:00:00.000","POINT (-122.42306358199994 37.80159172200007)","107","107","4","6","32"
"770225901","2009-09-02T12:09:00.000","T37C","ST CLEANIN","140 BUCHANAN ST","CA","6BWV591","53","2009-09-02T00:00:00.000","POINT (-122.426839256 37.77125484100003)","27","27","7","5","9"
"770353415","2009-09-04T00:50:00.000","T37C","ST CLEANIN","455 CAROLINA ST","CA","4NUT584","53","2009-09-04T00:00:00.000",,,,,,
"770418132","2009-09-04T15:23:00.000","T202.1","PRK MTR #1","540 02ND ST","CA","5GDB053","63","2009-09-04T00:00:00.000","POINT (-122.33318633299996 37.57826837500005)",,,,,
"770888635","2009-09-10T15:28:00.000","T202","PRK METER","3250 14TH ST","CA","4BFX474","53","2009-09-10T00:00:00.000",,,,,,
"770877321","2009-09-17T08:41:00.000","T202.1","PRK MTR #1","93 NATOMA ST","CA","4AAZ955","63","2009-09-17T00:00:00.000","POINT (-122.39807713099998 37.78770971700004)","32","32","1","10","8"
"770464166","2009-09-04T10:14:00.000","T202","PRK METER","4208 18TH ST","CA","6HUN844","53","2009-09-04T00:00:00.000","POINT (-122.43625459499998 37.760881262000055)","38","38","3","5","5"
"772095612","2009-10-29T12:58:00.000","T202.1","PRK MTR #1","525 POLK ST","CA","5LON140","63","2009-10-29T00:00:00.000","POINT (-122.41892226799996 37.78149888100006)","21","21","4","10","36"
"770666411","2009-09-09T06:51:00.000","T37C","ST CLEANIN","25 DOLORES ST","CA","6BWT771","53","2009-09-09T00:00:00.000",,,,,,
"769774946","2009-09-17T12:30:00.000","T37C","ST CLEANIN","535 RAMSELL ST","CA","4AKB211","53","2009-09-17T00:00:00.000",,,,,,
"769775716","2009-09-18T12:28:00.000","T37C","ST CLEANIN","1060 RANDOLPH ST","GA","4581AHS","53","2009-09-18T00:00:00.000",,,,,,
"771030466","2009-09-12T11:15:00.000","T202","PRK METER","230 WEST PORTAL AVE","CA","5XOE209","53","2009-09-12T00:00:00.000","POINT (-122.46867796499998 37.73869699200003)","46","46","10","8","41"
"770550885","2009-09-09T17:09:00.000","V22526A","BLK/INTER","399 BRYANT ST","CA","5FXV187","88","2009-09-09T00:00:00.000","POINT (-122.39353789799998 37.78306689500005)","31","31","1","10","8"
"773050541","2009-10-31T12:35:00.000","T202","PRK METER","292 08TH AVE","CA","8T85190","53","2009-10-31T00:00:00.000","POINT (-122.37160687099998 37.820185457000036)","36","36","1","10","37"
"772559616","2009-10-23T16:18:00.000","T202","PRK METER","4918 MISSION ST","CA","5MXW524","53","2009-10-23T00:00:00.000","POINT (-122.43856647599995 37.71986729200006)","80","80","9","1","28"
"770758660","2009-09-07T16:52:00.000","T38B.1","YL ZN OT/D","539 CLEMENT ST","CA","4UHY594","73","2009-09-07T00:00:00.000","POINT (-122.46483911699994 37.782853541000065)","5","5","8","4","11"
"770470610","2009-09-10T14:53:00.000","T202","PRK METER","2229 CHESTNUT ST","CA","5TKK793","53","2009-09-10T00:00:00.000","POINT (-122.44001403599998 37.800052021000056)","17","17","4","6","13"
"772117765","2009-10-24T22:20:00.000","V22500H","DBL PARK","240 BRUSSELS ST","CA","1HIGHO4","78","2009-10-24T00:00:00.000","POINT (-122.40641616099998 37.72900365100003)","91","91","2","2","25"
"772056493","2009-10-23T15:36:00.000","T202","PRK METER","213 WEST PORTAL AVE","CA","6DQE324","53","2009-10-23T00:00:00.000","POINT (-122.46807109699995 37.73873574100003)","46","46","10","8","41"
"770257471","2009-09-04T12:13:00.000","T315A","RESIDENTL","406 CONNECTICUT ST","CA","6J06424","63","2009-09-04T00:00:00.000",,,,,,
"772577691","2009-10-26T13:31:00.000","T315A","RESIDENTL","2000 JACKSON ST","CA","6BTX092","63","2009-10-26T00:00:00.000","POINT (-122.42821198099995 37.793550011000036)","102","102","4","6","30"
"772499906","2009-10-30T07:53:00.000","T38C","WHITE ZONE","1625 BROADWAY ST","CA","5RAL774","88","2009-10-30T00:00:00.000","POINT (-122.42423936699998 37.795559397000034)","102","102","4","6","30"
"770558305","2009-09-02T10:11:00.000","T37C","ST CLEANIN","2401 OCTAVIA ST","CA","4CBM807","53","2009-09-02T00:00:00.000","POINT (-122.42821817699996 37.79423492700005)","102","102","4","6","30"
"772885105","2009-10-31T03:00:00.000","T37C","ST CLEANIN","101 MYRTLE ST","CA","4UHY683","53","2009-10-31T00:00:00.000",,,,,,
"770994630","2009-09-16T15:16:00.000","T32A.1","TWAWY ZN#1","530 PINE ST","CA","4WVE906","73","2009-09-16T00:00:00.000","POINT (-122.40479055799995 37.791691728000046)","104","104","6","3","8"
"772786420","2009-10-30T12:04:00.000","T202","PRK METER","2147 FILBERT ST","CA","6BZN946","53","2009-10-30T00:00:00.000","POINT (-122.43497272399998 37.798033908000036)","15","15","4","6","13"
"765803006","2009-09-04T13:13:00.000","T38B","YEL ZONEDN","2 O'FARRELL ST","CA","5ZPY969","73","2009-09-04T00:00:00.000","POINT (-122.40495191299999 37.78690040600003)","19","19","6","3","8"
"772728040","2009-10-28T14:32:00.000","T58C","N/WITH SPC","444 STOCKTON ST","CA","5BEW608","48","2009-10-28T00:00:00.000","POINT (-122.40675196199999 37.79013899500006)","19","19","6","3","8"
"770225083","2009-09-01T06:21:00.000","T37C","ST CLEANIN","1860 POLK ST","CA","4VDB006","53","2009-09-01T00:00:00.000",,,,,,
"773010335","2009-10-27T09:27:00.000","T37C","ST CLEANIN","1268 HAMPSHIRE ST","ID","5B75581","53","2009-10-27T00:00:00.000","POINT (-122.40747800199995 37.75194500900005)","53","53","3","2","20"
"822094302","2012-12-28T09:55:00.000","T37C","ST CLEANIN","284 MORELAND ST","CA","6APB793","62","2012-12-28T00:00:00.000",,,,,,
"770731791","2009-09-09T12:32:00.000","T37C","ST CLEANIN","301 PRECITA AVE","CA","6AGX817","53","2009-09-09T00:00:00.000","POINT (-122.41330996299996 37.74729301100007)","83","83","9","2","2"
"771029560","2009-09-18T16:43:00.000","T202","PRK METER","707 VALENCIA ST","CA","3SZG952","53","2009-09-18T00:00:00.000","POINT (-122.42147093699998 37.761405241000034)","53","53","3","2","20"
"772781310","2009-10-30T20:24:00.000","T32B","PROHIB PRK","443 BROADWAY ST","CA","5RTN635","73","2009-10-30T00:00:00.000","POINT (-122.40449898999998 37.79789200400006)","106","106","6","3","23"
"772230701","2009-10-22T17:38:00.000","T202","PRK METER","825 HYDE ST","CA","5TJG685","53","2009-10-22T00:00:00.000","POINT (-122.41691661899995 37.78840507700005)","50","50","6","3","21"
"772637773","2009-10-23T06:22:00.000","T37C","ST CLEANIN","1553 POLK ST","CA","5XRP314","53","2009-10-23T00:00:00.000","POINT (-122.42110395899999 37.79124901100005)","105","105","4","3","21"
"770410045","2009-09-01T15:55:00.000","T202.1","PRK MTR #1","322 CLAY ST","CA","630750W","63","2009-09-01T00:00:00.000","POINT (-122.39943309099999 37.79520394700006)","108","108","6","3","8"
"772963354","2009-10-23T12:21:00.000","T37C","ST CLEANIN","2625 40TH AVE","CA","6EZL095","53","2009-10-23T00:00:00.000","POINT (-122.49793419999997 37.737851738000074)","40","40","10","7","35"
"30669472T","2009-09-08T08:06:00.000","TC127D","FAILTODISP","MEZZANINE",,,"75","2009-09-08T00:00:00.000","POINT (-122.40810999999997 37.782620000000065)","32","32","5","10","34"
"770099820","2009-09-01T10:44:00.000","T202","PRK METER","1027 KEARNY ST","CA","6H77811","53","2009-09-01T00:00:00.000","POINT (-122.40546228399995 37.79745666900004)","106","106","6","3","23"
"770303052","2009-09-02T14:16:00.000","T58A","BLK WHEELS","1100 GOUGH ST","CA","6DHG247","48","2009-09-02T00:00:00.000","POINT (-122.42392296099996 37.783933998000066)","100","100","4","11","39"
"772892956","2009-10-29T11:37:00.000","T33.3","TRK LDG ZN","519 SUTTER ST","CA","6EPJ201","73","2009-10-29T00:00:00.000","POINT (-122.40894104199998 37.78911203100006)","19","19","6","3","21"
"30552664T","2009-09-14T15:34:00.000","TC127D","FAILTODISP","PLATFORM",,,"75","2009-09-14T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770386326","2009-09-01T23:33:00.000","T58A","BLK WHEELS","324 LARKIN ST","CA","5GNW760","48","2009-09-01T00:00:00.000","POINT (-122.41677302999994 37.78094501100003)","21","21","5","10","36"
"770793726","2009-09-15T09:30:00.000","T37C","ST CLEANIN","1610 TURK BLVD","CA","5DBZ766","53","2009-09-15T00:00:00.000",,,,,,
"770568002","2009-09-04T13:10:00.000","T37C","ST CLEANIN","1425 LA PLAYA ST","CA","3SVW220","53","2009-09-04T00:00:00.000",,,,,,
"770237834","2009-09-01T16:39:00.000","T202","PRK METER","2005 SUTTER ST","CA","6CDD279","53","2009-09-01T00:00:00.000","POINT (-122.43337028699995 37.78600390100007)","103","103","4","11","15"
"772616666","2009-10-22T16:03:00.000","V5204A","REG TABS","1644 HAIGHT ST","CA","5YEN887","63","2009-10-22T00:00:00.000","POINT (-122.44942800299998 37.76997599200007)","25","25","7","11","3"
"770951296","2009-09-16T13:43:00.000","T38A","RED ZONE","151 FULTON ST","CA","3SUS778","88","2009-09-16T00:00:00.000","POINT (-122.41427920099994 37.77983757800007)","21","21","5","10","36"
"772864702","2009-10-26T00:43:00.000","T37C","ST CLEANIN","125 BERRY ST","CA","4RID284","53","2009-10-26T00:00:00.000","POINT (-122.39167711799996 37.77699900500005)","34","34","1","10","4"
"772767660","2009-10-29T11:55:00.000","T315A","RESIDENTL","2503 BUSH ST","CA","5SXL367","63","2009-10-29T00:00:00.000","POINT (-122.43863403899996 37.78625498900004)","103","103","4","6","30"
"770340266","2009-09-01T11:18:00.000","T315A","RESIDENTL","212 10TH AVE","CA","5TWY315","63","2009-09-01T00:00:00.000",,,,,,
"770936051","2009-09-09T16:19:00.000","V22500H","DBL PARK","817 LINCOLN WAY","CA","7Y56329","78","2009-09-09T00:00:00.000",,,,,,
"770584113","2009-09-04T10:03:00.000","T202","PRK METER","406 FRANKLIN ST","CA","7A61135","53","2009-09-04T00:00:00.000","POINT (-122.42148568999994 37.77813638200007)","21","21","4","11","9"
"768403882","2009-09-19T16:00:00.000","T202","PRK METER","441 NORTH POINT ST","CA","5ZUX734","53","2009-09-19T00:00:00.000","POINT (-122.41471852799998 37.806378626000026)","99","99","6","3","23"
"771298076","2009-09-18T09:29:00.000","T37C","ST CLEANIN","1616 12TH AVE","CA","6ATZ005","53","2009-09-18T00:00:00.000",,,,,,
"772821490","2009-10-27T08:46:00.000","T37C","ST CLEANIN","577 29TH ST","CA","5DXC455","53","2009-10-27T00:00:00.000",,,,,,
"770413044","2009-09-05T14:17:00.000","T202.1","PRK MTR #1","111 FOLSOM ST","CA","6DJC485","63","2009-09-05T00:00:00.000","POINT (-122.39108795599998 37.78992713500003)","30","30","1","10","8"
"1002143424","2009-09-10T20:20:00.000","V22500I","BUS ZONE","2401 POLK ST.","CA","3PZH060","253","2009-09-10T00:00:00.000","POINT (-122.42254396999999 37.79895902000004)","107","107","4","6","32"
"772658353","2009-10-22T10:11:00.000","T202.1","PRK MTR #1","1605 POWELL ST","CA","3SJR412","63","2009-10-22T00:00:00.000","POINT (-122.41069665599997 37.79939648900006)","107","107","6","3","6"
"769820973","2009-09-18T17:20:00.000","T38B.1","YL ZN OT/D","3227 DIVISADERO ST","CA","5PAD267","73","2009-09-18T00:00:00.000","POINT (-122.44282700499997 37.799607482000056)","17","17","4","6","13"
"PD20595680","2009-10-27T20:46:00.000","V22500H","DBL PARK","1120 SOUTH VAN NESS","CA","6DAY885","78","2009-10-27T00:00:00.000",,,,,,
"769774456","2009-09-16T13:21:00.000","T37C","ST CLEANIN","6 DORADO TER","CA","6EEH583","53","2009-09-16T00:00:00.000","POINT (-122.46112089899998 37.72516503400004)","68","68","10","8","41"
"770097952","2009-09-13T20:45:00.000","V22500F","ON SIDEWLK","1620 PLYMOUTH AVE","CA","2WJP903","103","2009-09-13T00:00:00.000",,,,,,
"770640194","2009-09-03T02:47:00.000","T37C","ST CLEANIN","191 BAY ST","CA","6DEK558","53","2009-09-03T00:00:00.000","POINT (-122.41014637599994 37.805986043000075)","99","99","6","3","23"
"771089782","2009-09-17T12:16:00.000","T37C","ST CLEANIN","3872 17TH ST","CA","5ZIM051","53","2009-09-17T00:00:00.000","POINT (-122.43224300599996 37.76287501100006)","38","38","3","5","5"
"771036700","2009-09-15T07:10:00.000","T37C","ST CLEANIN","1424 ALEMANY BLVD","CA","3TLL504","53","2009-09-15T00:00:00.000",,,,,,
"767513246","2009-09-16T17:09:00.000","T202.1","PRK MTR #1","464 02ND ST","CA","4WET285","63","2009-09-16T00:00:00.000","POINT (-122.33419605599994 37.577564229000075)",,,,,
"770634104","2009-09-09T10:31:00.000","T202","PRK METER","4020 18TH ST","CA","6JCU780","53","2009-09-09T00:00:00.000","POINT (-122.43334204099995 37.76121401100005)","38","38","3","5","5"
"770510333","2009-09-02T08:25:00.000","T37C","ST CLEANIN","1828 SAN JOSE AVE","CA","5XJB717","53","2009-09-02T00:00:00.000","POINT (-122.44057740799997 37.728384704000064)","94","94","9","1","28"
"770279355","2009-09-07T10:21:00.000","T38B","YEL ZONEDN","647 MISSION ST","CA","3HHK303","73","2009-09-07T00:00:00.000","POINT (-122.40069695899996 37.78684599700006)","32","32","1","10","8"
"773016392","2009-10-26T10:40:00.000","T37C","ST CLEANIN","10 MARVEL CT","CA","5JGN003","53","2009-10-26T00:00:00.000","POINT (-122.49275498199995 37.78308398900003)","8","8","8","4","29"
"765468303","2009-09-10T09:10:00.000","T37A","PK OVR 72H","261 SAGAMORE ST","CA","2KUF600","88","2009-09-10T00:00:00.000","POINT (-122.46121295799998 37.71117501300006)","81","81","10","1","24"
"770778094","2009-09-06T04:23:00.000","T37C","ST CLEANIN","710 BROADWAY ST","CA","2RXN026","53","2009-09-06T00:00:00.000","POINT (-122.40880588999994 37.79770823300004)","106","106","6","3","6"
"841255531","2014-04-30T03:49:00.000","TRC7.2.22","STR CLEAN","998 MINNESOTA ST","CA","2ZTZ139","64","2014-04-30T00:00:00.000",,,,,,
"30623493T","2009-09-04T14:39:00.000","TC127D","FAILTODISP","MEZZANINE",,,"75","2009-09-04T00:00:00.000","POINT (-122.40810999999997 37.782620000000065)","32","32","5","10","34"
"771225895","2009-09-17T12:27:00.000","T37C","ST CLEANIN","1153 SHOTWELL ST","CA","2VDR220","53","2009-09-17T00:00:00.000","POINT (-122.41469800599998 37.75002098500005)","53","53","3","2","20"
"770539184","2009-09-14T15:31:00.000","T202","PRK METER","871 HOWARD ST","CA","6HHC055","53","2009-09-14T00:00:00.000","POINT (-122.40416564599997 37.78203396200007)","32","32","1","10","34"
"770760756","2009-09-08T11:19:00.000","T202","PRK METER","227 JEFFERSON ST","CA","5J35104","53","2009-09-08T00:00:00.000","POINT (-122.41624627999994 37.80809565800007)","99","99","6","3","23"
"771098042","2009-09-16T17:55:00.000","T38A","RED ZONE","3399 DIVISADERO ST","CA","5ZPE757","88","2009-09-16T00:00:00.000","POINT (-122.44307506899997 37.80085203500005)","17","17","4","6","13"
"770510425","2009-09-02T09:57:00.000","T37C","ST CLEANIN","144 BROAD ST","CA","6GEU640","53","2009-09-02T00:00:00.000","POINT (-122.45764402799995 37.71335598400003)","81","81","10","1","24"
"771105145","2009-09-17T09:36:00.000","T202.1","PRK MTR #1","7 POST ST","CA","9E08595","63","2009-09-17T00:00:00.000","POINT (-122.40209512999996 37.78903791700003)","19","19","6","3","8"
"770921233","2009-09-16T17:44:00.000","T202","PRK METER","206 TAYLOR ST","CA","2ZTB203","53","2009-09-16T00:00:00.000","POINT (-122.41091383899999 37.78427816800007)","20","20","5","10","36"
"772525110","2009-10-23T10:03:00.000","T32B","PROHIB PRK","71 JESSIE ST","CA","8H54590","73","2009-10-23T00:00:00.000",,,,,,
"770762591","2009-09-10T10:03:00.000","T33.3","TRK LDG ZN","9 NEW MONTGOMERY ST","CA","8N88115","73","2009-09-10T00:00:00.000","POINT (-122.40183615399997 37.78865949100003)","108","108","6","10","8"
"770835520","2009-09-14T06:25:00.000","T37C","ST CLEANIN","3138 MISSION ST","CA","6AMS122","53","2009-09-14T00:00:00.000",,,,,,
"770624400","2009-09-09T15:42:00.000","T58A","BLK WHEELS","2811 HYDE ST","CA","6ATB601","48","2009-09-09T00:00:00.000","POINT (-122.42063834599998 37.806803898000055)","98","98","6","6","32"
"772579824","2009-10-23T12:14:00.000","T202.1","PRK MTR #1","809 GEARY ST","CA","6D91930","63","2009-10-23T00:00:00.000","POINT (-122.41662640799996 37.786224342000025)","20","20","6","10","36"
"769815546","2009-09-01T15:33:00.000","T202","PRK METER","1216 COLUMBUS AVE","CA",,"53","2009-09-01T00:00:00.000","POINT (-122.41727982699996 37.80532337900007)","99","99","6","3","23"
"770386050","2009-09-01T10:54:00.000","T38B","YEL ZONEDN","515 SACRAMENTO ST","CA","4NFC509","73","2009-09-01T00:00:00.000","POINT (-122.40159357099998 37.79389951200005)","108","108","6","3","8"
"771050943","2009-09-11T12:33:00.000","T37C","ST CLEANIN","740 BRODERICK ST","CA","3BPT689","53","2009-09-11T00:00:00.000",,,,,,
"770261026","2009-09-04T12:22:00.000","T202","PRK METER","1224 BATTERY ST","CA",,"53","2009-09-04T00:00:00.000","POINT (-122.40181042299997 37.80276049300005)","77","77","6","3","8"
"1001862595","2009-09-10T13:09:00.000","T202","PRK METER","949 BRANNAN ST.","CA","6DUT240","53","2009-09-10T00:00:00.000",,,,,,
"770720440","2009-09-08T07:37:00.000","T37C","ST CLEANIN","1603 PINE ST","CA","3TKD110","53","2009-09-08T00:00:00.000","POINT (-122.42295602399997 37.78905001800007)","100","100","4","6","39"
"772235354","2009-10-29T17:32:00.000","T202","PRK METER","1336 SANSOME ST","CA","5DYE321","53","2009-10-29T00:00:00.000","POINT (-122.40298461399999 37.802559365000036)","77","77","6","3","8"
"772679084","2009-10-30T13:34:00.000","T202","PRK METER","3235 22ND ST","CA","5VWZ695","53","2009-10-30T00:00:00.000","POINT (-122.41952799399996 37.755195008000044)","53","53","3","2","20"
"772696153","2009-10-22T12:09:00.000","T37C","ST CLEANIN","621 PRECITA AVE","CA","3TGZ491","53","2009-10-22T00:00:00.000",,,,,,
"770691014","2009-09-10T12:31:00.000","T202","PRK METER","520 HAYES ST","CA","6EHN617","53","2009-09-10T00:00:00.000","POINT (-122.42519198099995 37.77686398800006)","22","22","4","11","9"
"770760550","2009-09-07T14:20:00.000","T202","PRK METER","4818 MISSION ST","CA","6HKB622","53","2009-09-07T00:00:00.000","POINT (-122.43784136199997 37.720807861000026)","80","80","9","1","28"
"770640430","2009-09-06T02:14:00.000","T37C","ST CLEANIN","359 OFARRELL ST","CA","5FRF519","53","2009-09-06T00:00:00.000",,,,,,
"772831684","2009-10-22T12:06:00.000","T37C","ST CLEANIN","2254 38TH AVE","CA","4RNY792","53","2009-10-22T00:00:00.000",,,,,,
"770641782","2009-09-08T00:18:00.000","T37C","ST CLEANIN","615 07TH ST","CA","8R93287","53","2009-09-08T00:00:00.000",,,,,,
"770503716","2009-09-04T09:45:00.000","T37C","ST CLEANIN","2948 FOLSOM ST","CA","4AXF601","53","2009-09-04T00:00:00.000","POINT (-122.41419903099995 37.750171985000065)","53","53","3","2","20"
"770727904","2009-09-11T12:28:00.000","T37C","ST CLEANIN","504 HILL ST","CA","4VWZ705","53","2009-09-11T00:00:00.000",,,,,,
"770196206","2009-09-02T13:22:00.000","T315A","RESIDENTL","149 PAGE ST","CA","3VZM908","63","2009-09-02T00:00:00.000","POINT (-122.42319901599996 37.77379202100008)","26","26","4","11","9"
"769662810","2009-09-08T19:11:00.000","T32C.2","OVTME PRK","255 CHANNEL ST","UT","40795","53","2009-09-08T00:00:00.000",,,,,,
"772668621","2009-10-31T18:10:00.000","V22500E","DRIVEWAY","236 27TH ST","CA","5YOZ355","88","2009-10-31T00:00:00.000",,,,,,
"771205665","2009-10-23T09:09:00.000","T37C","ST CLEANIN","1090 SOUTH VAN NESS AVE","CA","5A11860","53","2009-10-23T00:00:00.000",,,,,,
"770356370","2009-09-01T12:16:00.000","T202","PRK METER","327 COLUMBUS AVE","CA","4EXL463","53","2009-09-01T00:00:00.000","POINT (-122.40727783999995 37.79822162600004)","106","106","6","3","6"
"770275531","2009-09-10T13:29:00.000","V22500F","ON SIDEWLK","1728 FUNSTON AVE","CA","4PXR305","103","2009-09-10T00:00:00.000",,,,,,
"773210340","2009-10-29T08:11:00.000","T37C","ST CLEANIN","2700 VAN NESS AVE","CA","4CDE366","53","2009-10-29T00:00:00.000","POINT (-122.42406603999996 37.80069000900005)","107","107","4","6","32"
"771048633","2009-09-14T08:36:00.000","T37C","ST CLEANIN","754 22ND AVE","CA","5UXK275","53","2009-09-14T00:00:00.000",,,,,,
"770986801","2009-09-14T13:23:00.000","T315A","RESIDENTL","1515 SUTTER ST","CA","6FPD424","63","2009-09-14T00:00:00.000","POINT (-122.42544896999999 37.78679201700004)","100","100","4","11","15"
"769763584","2009-09-09T17:11:00.000","T32A.1","TWAWY ZN#1","1320 MISSION ST","CA","3PBP108","73","2009-09-09T00:00:00.000","POINT (-122.41507618599996 37.77602847300005)","32","32","1","10","34"
"770364895","2009-09-01T09:33:00.000","T37C","ST CLEANIN","1791 GREENWICH ST","CA","5BFB876","53","2009-09-01T00:00:00.000","POINT (-122.42906198899999 37.79969599900005)","15","15","4","6","13"
"771412084","2009-09-20T18:08:00.000","T32B","PROHIB PRK","3 TELEGRAPH HILL BLVD","CA","6EAS752","73","2009-09-20T00:00:00.000",,,,,,
"770553674","2009-09-03T12:24:00.000","T37C","ST CLEANIN","1115 SHOTWELL ST","CA","4GTP928","53","2009-09-03T00:00:00.000","POINT (-122.414684008 37.75054498000003)","53","53","3","2","20"
"770364512","2009-09-01T06:50:00.000","T37C","ST CLEANIN","2249 UNION ST","CA","4MPG002","53","2009-09-01T00:00:00.000","POINT (-122.43628546699995 37.79691542000006)","15","15","4","6","13"
"771018371","2009-09-09T15:07:00.000","T32C.2","OVTME PRK","510 MISSION ROCK ST","CA","5CUE883","53","2009-09-09T00:00:00.000",,,,,,
"771150704","2009-09-12T02:37:00.000","T37C","ST CLEANIN","888 MISSION ST","CA","6DNS514","53","2009-09-12T00:00:00.000",,,,,,
"842722311","2014-06-11T12:37:00.000","TRC7.2.22","STR CLEAN","805 DE HARO ST","CA","5XWX722","64","2018-02-27T00:00:00.000",,,,,,
"771370051","2009-09-18T07:17:00.000","T37C","ST CLEANIN","1500 POWELL ST","CA","4LAM734","53","2009-09-18T00:00:00.000","POINT (-122.41029499199999 37.79858401400003)","106","106","6","3","6"
"770724021","2009-09-08T09:03:00.000","T37C","ST CLEANIN","340 CARL ST","CA","7T15276","53","2009-09-08T00:00:00.000","POINT (-122.45520103799998 37.76528200000007)","110","110","7","11","14"
"770569052","2009-09-10T07:54:00.000","T38A","RED ZONE","2100 LARKIN ST","CA","PUGBUGG","88","2009-09-10T00:00:00.000",,,,,,
"771191606","2009-09-19T15:07:00.000","T202","PRK METER","403 VALENCIA ST","CA","6GNA932","53","2009-09-19T00:00:00.000","POINT (-122.42171399399996 37.76640898900007)","53","53","3","2","20"
"770269312","2009-09-01T03:05:00.000","T37C","ST CLEANIN","691 SUTTER ST","CA","6ABG523","53","2009-09-01T00:00:00.000",,,,,,
"770498411","2009-09-02T08:19:00.000","T37C","ST CLEANIN","112 SOUTHERN HEIGHTS AVE","IA","293RFC","53","2009-09-02T00:00:00.000",,,,,,
"770889954","2009-09-17T12:47:00.000","V5204A","REG TABS","351 STEINER ST","CA","3MJW878","63","2009-09-17T00:00:00.000",,,,,,
"770421525","2009-09-06T13:20:00.000","T202","PRK METER","421 BAY ST","CA","3PZY470","53","2009-09-06T00:00:00.000","POINT (-122.41399397499998 37.805502002000026)","106","106","6","3","23"
"770999213","2009-09-14T12:20:00.000","T32A.2","TWAWY ZONE","1200 PLYMOUTH AVE","CA","4HKA696","73","2009-09-14T00:00:00.000","POINT (-122.456466751 37.72401810100007)","71","71","10","8","41"
